email,current_placement,first_choice,second_choice,third_choice
user247@example.com,Dihlabeng Hospital,Pietersburg Hospital,Dr George Mukhari Hospital,Ermelo Hospital
user248@example.com,Dihlabeng Hospital,Job Shimankana Tabane Hospital,Steve Biko Academic Hospital,Tambo Memorial Hospital
user249@example.com,Dihlabeng Hospital,George Hospital,Mofumahadi Manapo Mopeli Hospital,Potchefstroom Hospital
user250@example.com,Dihlabeng Hospital,Sebokeng Hospital,General Justice Gizenga Mpanza Hospital,Mokopane Hospital
user251@example.com,Dihlabeng Hospital,Robert Mangaliso Sobukwe Hospital,Groote Schuur Hospital,Themba Hospital
user252@example.com,Dihlabeng Hospital,Worcester Hospital,Addington Hospital,Klerksdorp-Tshepong Tertiary Hospital
user253@example.com,Dihlabeng Hospital,Witbank Hospital,Rob Ferreira Hospital,Frere Hospital
user254@example.com,Dihlabeng Hospital,Frere Hospital,Helen Joseph Hospital,Livingstone Hospital
user255@example.com,Dihlabeng Hospital,Livingstone Hospital,Frere Hospital,Rob Ferreira Hospital
user256@example.com,Dihlabeng Hospital,Mapulaneng Hospital,Paarl Hospital,Mofumahadi Manapo Mopeli Hospital
user257@example.com,Dr George Mukhari Hospital,Livingstone Hospital,"Madadeni Hospital, New Castle",George Hospital
user258@example.com,Dr George Mukhari Hospital,Lebowakgomo Hospital,"Ngwelezana Hospital, Empangeni",George Hospital
user259@example.com,Dr George Mukhari Hospital,Leratong Hospital,Mahikeng Provincial Hospital,Grey's Hospital
user260@example.com,Dr George Mukhari Hospital,Pelonomi Hospital,Port Shepstone Hospital,Prince Mshiyeni Memorial Hospital
user261@example.com,Dr George Mukhari Hospital,Boitumelo Hospital,Kalafong Hospital,Joe Morolong Memorial Hospital
user262@example.com,Dr George Mukhari Hospital,Livingstone Hospital,Steve Biko Academic Hospital,Sebokeng Hospital
user263@example.com,Dr George Mukhari Hospital,Livingstone Hospital,Witbank Hospital,Prince Mshiyeni Memorial Hospital
user264@example.com,Dr George Mukhari Hospital,Potchefstroom Hospital,Nelson Mandela Academic Hospital,Paarl Hospital
user265@example.com,Dr George Mukhari Hospital,Nelson Mandela Academic Hospital,Dihlabeng Hospital,Frere Hospital
user266@example.com,Dr George Mukhari Hospital,Grey's Hospital,Leratong Hospital,Witbank Hospital
user267@example.com,Dr George Mukhari Hospital,Sebokeng Hospital,Grey's Hospital,Kalafong Hospital
user268@example.com,Dr George Mukhari Hospital,Leratong Hospital,George Hospital,Nelson Mandela Academic Hospital
user269@example.com,Dr George Mukhari Hospital,Charlotte Maxeke Hospital,Kalafong Hospital,Livingstone Hospital
user270@example.com,Dr George Mukhari Hospital,Sebokeng Hospital,Helen Joseph Hospital,"Madadeni Hospital, New Castle"
user271@example.com,Dr George Mukhari Hospital,Themba Hospital,Mapulaneng Hospital,Sebokeng Hospital
user272@example.com,Dr George Mukhari Hospital,Frere Hospital,Nelson Mandela Academic Hospital,Paarl Hospital
user273@example.com,Dr George Mukhari Hospital,Port Shepstone Hospital,Ladysmith Hospital,Mahikeng Provincial Hospital
user274@example.com,Dr George Mukhari Hospital,Frere Hospital,General Justice Gizenga Mpanza Hospital,Sebokeng Hospital
user275@example.com,Dr George Mukhari Hospital,Livingstone Hospital,Chris Hani Baragwanath Hospital,"Madadeni Hospital, New Castle"
user276@example.com,Dr George Mukhari Hospital,Robert Mangaliso Sobukwe Hospital,"Ngwelezana Hospital, Empangeni",Grey's Hospital
user277@example.com,Dr George Mukhari Hospital,New Somerset Hospital,Livingstone Hospital,Steve Biko Academic Hospital
user278@example.com,Dr George Mukhari Hospital,Lebowakgomo Hospital,King Edward VIII Hospital,George Hospital
user279@example.com,Dr George Mukhari Hospital,Pietersburg Hospital,Victoria Hospital,Mankweng Hospital
user280@example.com,Dr George Mukhari Hospital,St Rita's Hospital,Tambo Memorial Hospital,Thelle Mogoerane Regional Hospital
user281@example.com,Dr George Mukhari Hospital,Sebokeng Hospital,Witbank Hospital,"Ngwelezana Hospital, Empangeni"
user282@example.com,Dr George Mukhari Hospital,"Madadeni Hospital, New Castle",Themba Hospital,Grey's Hospital
user283@example.com,Dr George Mukhari Hospital,Witbank Hospital,Livingstone Hospital,Pietersburg Hospital
user284@example.com,Dr George Mukhari Hospital,Kalafong Hospital,Klerksdorp-Tshepong Tertiary Hospital,Witbank Hospital
user285@example.com,Dr George Mukhari Hospital,Worcester Hospital,Port Shepstone Hospital,Leratong Hospital
user286@example.com,Dr George Mukhari Hospital,Sebokeng Hospital,Dihlabeng Hospital,Job Shimankana Tabane Hospital
user287@example.com,Dr George Mukhari Hospital,Ermelo Hospital,Pelonomi Hospital,Thelle Mogoerane Regional Hospital
user288@example.com,Dr George Mukhari Hospital,Leratong Hospital,Chris Hani Baragwanath Hospital,Livingstone Hospital
user289@example.com,Dr George Mukhari Hospital,Themba Hospital,Leratong Hospital,Worcester Hospital
user290@example.com,Edenvale Hospital,Mahikeng Provincial Hospital,Sebokeng Hospital,George Hospital
user291@example.com,Edenvale Hospital,Chris Hani Baragwanath Hospital,New Somerset Hospital,Port Shepstone Hospital
user292@example.com,Edenvale Hospital,Frere Hospital,Rob Ferreira Hospital,Leratong Hospital
user293@example.com,Edenvale Hospital,"Madadeni Hospital, New Castle",Paarl Hospital,Nelson Mandela Academic Hospital
user294@example.com,Edenvale Hospital,"Ngwelezana Hospital, Empangeni",Leratong Hospital,Themba Hospital
user295@example.com,Edenvale Hospital,Livingstone Hospital,Ermelo Hospital,New Somerset Hospital
user296@example.com,Elim Hospital,Witbank Hospital,Worcester Hospital,"Madadeni Hospital, New Castle"
user297@example.com,Elim Hospital,Rob Ferreira Hospital,General Justice Gizenga Mpanza Hospital,Job Shimankana Tabane Hospital
user298@example.com,Elim Hospital,Livingstone Hospital,Khayelitsha Hospital,Pietersburg Hospital
user299@example.com,Elim Hospital,Robert Mangaliso Sobukwe Hospital,Witbank Hospital,Bongani Hospital
user300@example.com,Elim Hospital,Frere Hospital,Worcester Hospital,Grey's Hospital
user301@example.com,Elim Hospital,Mahikeng Provincial Hospital,Robert Mangaliso Sobukwe Hospital,Rob Ferreira Hospital
user302@example.com,Elim Hospital,Helen Joseph Hospital,Mankweng Hospital,Worcester Hospital
user303@example.com,Elim Hospital,Paarl Hospital,Khayelitsha Hospital,Livingstone Hospital
user304@example.com,Elim Hospital,Themba Hospital,Mitchells Plain Hospital,General Justice Gizenga Mpanza Hospital
user305@example.com,Elim Hospital,Mokopane Hospital,Livingstone Hospital,Khayelitsha Hospital
user306@example.com,Ermelo Hospital,Port Shepstone Hospital,"Ngwelezana Hospital, Empangeni",Nelson Mandela Academic Hospital
user307@example.com,Ermelo Hospital,Potchefstroom Hospital,Grey's Hospital,Paarl Hospital
user308@example.com,Ermelo Hospital,New Somerset Hospital,Dr George Mukhari Hospital,RK Khan Hospital
user309@example.com,Ermelo Hospital,Paarl Hospital,Port Shepstone Hospital,Rob Ferreira Hospital
user310@example.com,Ermelo Hospital,Klerksdorp-Tshepong Tertiary Hospital,Tambo Memorial Hospital,Witbank Hospital
user311@example.com,Ermelo Hospital,General Justice Gizenga Mpanza Hospital,"Ngwelezana Hospital, Empangeni",Chris Hani Baragwanath Hospital
user312@example.com,Far East Rand Hospital,Potchefstroom Hospital,Klerksdorp-Tshepong Tertiary Hospital,Boitumelo Hospital
user313@example.com,Far East Rand Hospital,Port Shepstone Hospital,Victoria Hospital,Grey's Hospital
user314@example.com,Far East Rand Hospital,Nelson Mandela Academic Hospital,Karl Bremer Hospital,George Hospital
user315@example.com,Far East Rand Hospital,Livingstone Hospital,Joe Morolong Memorial Hospital,Job Shimankana Tabane Hospital
user316@example.com,Far East Rand Hospital,Klerksdorp-Tshepong Tertiary Hospital,George Hospital,Lebowakgomo Hospital
user317@example.com,Far East Rand Hospital,Livingstone Hospital,Mankweng Hospital,Thelle Mogoerane Regional Hospital
user318@example.com,Far East Rand Hospital,Grey's Hospital,Rob Ferreira Hospital,Robert Mangaliso Sobukwe Hospital
user319@example.com,Far East Rand Hospital,Nelson Mandela Academic Hospital,George Hospital,Helen Joseph Hospital
user320@example.com,Far East Rand Hospital,Leratong Hospital,George Hospital,RK Khan Hospital
user321@example.com,Far East Rand Hospital,Kalafong Hospital,Frere Hospital,Paarl Hospital
user322@example.com,Far East Rand Hospital,George Hospital,Mokopane Hospital,Livingstone Hospital
user323@example.com,Far East Rand Hospital,Prince Mshiyeni Memorial Hospital,Rob Ferreira Hospital,Nelson Mandela Academic Hospital
user324@example.com,Frere Hospital,Livingstone Hospital,Port Shepstone Hospital,Paarl Hospital
user325@example.com,Frere Hospital,Rob Ferreira Hospital,Job Shimankana Tabane Hospital,George Hospital
user326@example.com,Frere Hospital,"Madadeni Hospital, New Castle",Klerksdorp-Tshepong Tertiary Hospital,Paarl Hospital
user327@example.com,Frere Hospital,Themba Hospital,Port Shepstone Hospital,Mokopane Hospital
user328@example.com,Frere Hospital,"Madadeni Hospital, New Castle",Livingstone Hospital,Edenvale Hospital
user329@example.com,Frere Hospital,Sebokeng Hospital,Port Shepstone Hospital,Tygerberg Hospital
user330@example.com,Frere Hospital,Livingstone Hospital,Rob Ferreira Hospital,Themba Hospital
user331@example.com,Frere Hospital,Potchefstroom Hospital,Letaba Hospital,Kalafong Hospital
user332@example.com,Frere Hospital,Leratong Hospital,Themba Hospital,Steve Biko Academic Hospital
user333@example.com,Frere Hospital,Ladysmith Hospital,Mahikeng Provincial Hospital,Dr George Mukhari Hospital
user334@example.com,Frere Hospital,Worcester Hospital,George Hospital,"Madadeni Hospital, New Castle"
user335@example.com,Frere Hospital,Sebokeng Hospital,Elim Hospital,Worcester Hospital
user336@example.com,Frere Hospital,Paarl Hospital,Tygerberg Hospital,Chris Hani Baragwanath Hospital
user337@example.com,Frere Hospital,"Ngwelezana Hospital, Empangeni",Nelson Mandela Academic Hospital,Tygerberg Hospital
user338@example.com,Frere Hospital,Mahikeng Provincial Hospital,Leratong Hospital,George Hospital
user339@example.com,Frere Hospital,Paarl Hospital,Mahikeng Provincial Hospital,Port Shepstone Hospital
user340@example.com,Frere Hospital,Klerksdorp-Tshepong Tertiary Hospital,Themba Hospital,George Hospital
user341@example.com,Frere Hospital,Witbank Hospital,Livingstone Hospital,George Hospital
user342@example.com,Frere Hospital,Mokopane Hospital,Dr George Mukhari Hospital,Boitumelo Hospital
user343@example.com,Frere Hospital,Addington Hospital,Sebokeng Hospital,Leratong Hospital
user344@example.com,Frere Hospital,Lebowakgomo Hospital,Port Shepstone Hospital,Grey's Hospital
user345@example.com,Frere Hospital,Sebokeng Hospital,Potchefstroom Hospital,Letaba Hospital
user346@example.com,Frere Hospital,New Somerset Hospital,"Madadeni Hospital, New Castle",Mankweng Hospital
user347@example.com,Frere Hospital,Helen Joseph Hospital,Pholosong Hospital,Prince Mshiyeni Memorial Hospital
user348@example.com,Frere Hospital,Paarl Hospital,Bongani Hospital,Helen Joseph Hospital
user349@example.com,Frere Hospital,Steve Biko Academic Hospital,Paarl Hospital,Mankweng Hospital
user350@example.com,Frere Hospital,Port Shepstone Hospital,George Hospital,Thelle Mogoerane Regional Hospital
user351@example.com,Frere Hospital,Helen Joseph Hospital,Groote Schuur Hospital,Grey's Hospital
user352@example.com,Frere Hospital,Witbank Hospital,Tambo Memorial Hospital,Job Shimankana Tabane Hospital
user353@example.com,Frere Hospital,Port Shepstone Hospital,General Justice Gizenga Mpanza Hospital,"Madadeni Hospital, New Castle"
user354@example.com,Frere Hospital,Leratong Hospital,Groote Schuur Hospital,Port Shepstone Hospital
user355@example.com,Frere Hospital,Witbank Hospital,Mankweng Hospital,Grey's Hospital
user356@example.com,Frere Hospital,Kalafong Hospital,Karl Bremer Hospital,Mahikeng Provincial Hospital
user357@example.com,Frere Hospital,Klerksdorp-Tshepong Tertiary Hospital,Mokopane Hospital,Ermelo Hospital
user358@example.com,Frere Hospital,Leratong Hospital,Grey's Hospital,Addington Hospital
user359@example.com,Frere Hospital,George Hospital,Lebowakgomo Hospital,Leratong Hospital
user360@example.com,Frere Hospital,Steve Biko Academic Hospital,Mofumahadi Manapo Mopeli Hospital,Dr George Mukhari Hospital
user361@example.com,Frere Hospital,Paarl Hospital,Leratong Hospital,Port Shepstone Hospital
user362@example.com,Frere Hospital,Sebokeng Hospital,Potchefstroom Hospital,Port Shepstone Hospital
user363@example.com,Frere Hospital,Grey's Hospital,Themba Hospital,Mapulaneng Hospital
user364@example.com,Frere Hospital,Paarl Hospital,Bongani Hospital,Livingstone Hospital
user365@example.com,Frere Hospital,Nelson Mandela Academic Hospital,Rob Ferreira Hospital,Mokopane Hospital
user366@example.com,Frere Hospital,Job Shimankana Tabane Hospital,Sebokeng Hospital,Worcester Hospital
user367@example.com,Frere Hospital,Tambo Memorial Hospital,Sebokeng Hospital,George Hospital
user368@example.com,Frere Hospital,General Justice Gizenga Mpanza Hospital,Rob Ferreira Hospital,Grey's Hospital
user369@example.com,Frere Hospital,Port Shepstone Hospital,Paarl Hospital,Ladysmith Hospital
user370@example.com,Frere Hospital,Mitchells Plain Hospital,Paarl Hospital,Karl Bremer Hospital
user371@example.com,Frere Hospital,Leratong Hospital,Worcester Hospital,Grey's Hospital
user372@example.com,Frere Hospital,Edenvale Hospital,Chris Hani Baragwanath Hospital,SAMHS 1 Military Hospital
user373@example.com,Frere Hospital,Witbank Hospital,Pietersburg Hospital,Mokopane Hospital
user374@example.com,Frere Hospital,Karl Bremer Hospital,Ladysmith Hospital,Leratong Hospital
user375@example.com,Frere Hospital,Robert Mangaliso Sobukwe Hospital,"Ngwelezana Hospital, Empangeni",Dr George Mukhari Hospital
user376@example.com,Frere Hospital,George Hospital,Paarl Hospital,Themba Hospital
user377@example.com,Frere Hospital,Rob Ferreira Hospital,Port Shepstone Hospital,Helen Joseph Hospital
user378@example.com,Frere Hospital,Witbank Hospital,Leratong Hospital,Prince Mshiyeni Memorial Hospital
user379@example.com,Frere Hospital,Kalafong Hospital,Paarl Hospital,Victoria Hospital
user380@example.com,Frere Hospital,"Ngwelezana Hospital, Empangeni",Port Shepstone Hospital,Tembisa Hospital
user381@example.com,Frere Hospital,Paarl Hospital,Livingstone Hospital,Sebokeng Hospital
user382@example.com,Frere Hospital,Mankweng Hospital,Klerksdorp-Tshepong Tertiary Hospital,Grey's Hospital
user383@example.com,Frere Hospital,George Hospital,Sebokeng Hospital,Mitchells Plain Hospital
user384@example.com,Frere Hospital,Grey's Hospital,Thelle Mogoerane Regional Hospital,Chris Hani Baragwanath Hospital
user385@example.com,Frere Hospital,Tambo Memorial Hospital,Worcester Hospital,Steve Biko Academic Hospital
user386@example.com,Frere Hospital,Livingstone Hospital,"Madadeni Hospital, New Castle",Leratong Hospital
user387@example.com,Frere Hospital,Port Shepstone Hospital,Klerksdorp-Tshepong Tertiary Hospital,Paarl Hospital
user388@example.com,Frere Hospital,New Somerset Hospital,Paarl Hospital,Grey's Hospital
user389@example.com,Frere Hospital,Rob Ferreira Hospital,Klerksdorp-Tshepong Tertiary Hospital,Prince Mshiyeni Memorial Hospital
user390@example.com,Frere Hospital,Leratong Hospital,Robert Mangaliso Sobukwe Hospital,General Justice Gizenga Mpanza Hospital
user391@example.com,Frere Hospital,Chris Hani Baragwanath Hospital,Rob Ferreira Hospital,Leratong Hospital
user392@example.com,Frere Hospital,"Ngwelezana Hospital, Empangeni",Livingstone Hospital,Sebokeng Hospital
user393@example.com,Frere Hospital,Grey's Hospital,General Justice Gizenga Mpanza Hospital,Mahikeng Provincial Hospital
user394@example.com,Frere Hospital,Klerksdorp-Tshepong Tertiary Hospital,Grey's Hospital,Helen Joseph Hospital
user395@example.com,Frere Hospital,Sebokeng Hospital,Worcester Hospital,Mofumahadi Manapo Mopeli Hospital
user396@example.com,Frere Hospital,Rob Ferreira Hospital,Nelson Mandela Academic Hospital,Potchefstroom Hospital
user397@example.com,Frere Hospital,Ladysmith Hospital,"Ngwelezana Hospital, Empangeni",Mitchells Plain Hospital
user398@example.com,Frere Hospital,Mahikeng Provincial Hospital,Port Shepstone Hospital,Grey's Hospital
user399@example.com,Frere Hospital,Worcester Hospital,Leratong Hospital,Witbank Hospital
user400@example.com,Frere Hospital,Mahikeng Provincial Hospital,Port Shepstone Hospital,Worcester Hospital
user401@example.com,Frere Hospital,Ladysmith Hospital,Mankweng Hospital,Themba Hospital
user402@example.com,Frere Hospital,Nelson Mandela Academic Hospital,Job Shimankana Tabane Hospital,Themba Hospital
user403@example.com,Frere Hospital,Leratong Hospital,Witbank Hospital,Robert Mangaliso Sobukwe Hospital
user404@example.com,General Justice Gizenga Mpanza Hospital,Nelson Mandela Academic Hospital,Mahikeng Provincial Hospital,Mankweng Hospital
user405@example.com,General Justice Gizenga Mpanza Hospital,Frere Hospital,Port Shepstone Hospital,Sebokeng Hospital
user406@example.com,General Justice Gizenga Mpanza Hospital,Sebokeng Hospital,Mokopane Hospital,Rob Ferreira Hospital
user407@example.com,General Justice Gizenga Mpanza Hospital,Frere Hospital,Kalafong Hospital,George Hospital
